City,Pickup Location,Drop Location,Distance (km),Vehicle Type,Estimated Duration (min),Pickup Latitude,Pickup Longitude,Drop Latitude,Drop Longitude,Pickup Area Type,Drop Area Type,Weather Condition,Temperature Level,Rainfall Intensity,Traffic Level,Road Type,Number of Stops Added,Time Slot,Day Type,Holiday,Busy Day,Trip Date,Fare (Target)
Mumbai,Bandra,Chhatrapati Shivaji Maharaj Intl Airport,321.67,Sedan,330.8,19.0596,72.8295,19.0896,72.8656,Residential,Airport,Clear,Pleasant,,High,Highway,3.0,Evening Rush,Weekday,Yes,Public Holiday,10/23/2025,4575
Pune,Savitribai Phule Pune University (nearby),Shivajinagar Bus Stand,75.44,Mini,185.4,18.5521,73.8189,18.5312,73.8494,College,Bus Stand,Rain,Cold,Moderate,Moderate,City Road,0.0,Night,Weekend,No,Normal,10/4/2025,1224
Bangalore,MG Road Metro Station,Koramangala 1st Block,357.13,Auto,263.1,12.9757,77.608,12.928,77.622,Metro Station,Residential,Rain,Cold,Light,Moderate,Expressway,1.0,Evening Rush,Weekend,No,Normal,1/18/2025,3838
Hyderabad,Jubilee Hills (nearby),Kukatpally,216.2,Auto,613.6,17.428,78.4169,17.4849,78.4138,Residential,Residential,Clear,Hot,,Moderate,City Road,2.0,Late Night,Weekend,Yes,Normal,2/2/2025,2474
Delhi,Rajiv Chowk Metro Station (nearby),Connaught Place,323.17,Sedan,705.9,28.6394,77.2109,28.6315,77.2167,Metro Station,Commercial,Clear,Warm,,Low,City Road,3.0,Late Night,Weekday,No,Normal,4/2/2025,4210
Mumbai,Lower Parel,Infiniti Mall Malad,358.54,Auto,383.4,19.0,72.83,19.1759,72.8397,Commercial,Mall,Clear,Warm,,High,Highway,0.0,Morning Rush,Weekday,No,Normal,2/10/2025,4067
Chennai,Adyar (nearby),Express Avenue Mall,127.88,Bike,115.5,12.9972,80.2453,13.0594,80.2599,Residential,Mall,Clear,Warm,,Low,Highway,0.0,Morning Rush,Weekday,No,Normal,12/23/2025,1386
Hyderabad,Apollo Hospital Jubilee Hills,MGBS Bus Station (nearby),44.91,SUV,86.8,17.4272,78.4076,17.37,78.4989,Hospital,Bus Stand,Cloudy,Warm,,Low,City Road,6.0,Evening Rush,Weekday,Yes,Normal,8/29/2025,1342
Chennai,Express Avenue Mall,Anna University,91.95,Auto,109.1,13.0594,80.2599,13.0108,80.2353,Mall,College,Cloudy,Pleasant,,High,Highway,0.0,Evening Rush,Weekday,No,Normal,4/16/2025,1298
Pune -> Mumbai,Aundh,Colaba,171.42,Mini,159.2,18.559,73.8077,18.9067,72.8147,Residential,Commercial,Clear,Pleasant,,Low,Highway,1.0,Late Night,Weekend,Yes,Normal,9/27/2025,2261
Delhi,AIIMS Delhi,Karol Bagh,327.39,SUV,659.4,28.5672,77.21,28.6519,77.1909,Hospital,Residential,Clear,Hot,,Low,City Road,1.0,Late Night,Weekday,No,Normal,8/22/2025,5796
Mumbai,Powai Tech Park,Virar,344.43,Bike,424.1,19.1176,72.906,19.455,72.8112,IT Park,Residential,Clear,Warm,,Severe,Highway,5.0,Midday,Weekday,Yes,Festival,8/28/2025,3174
Bangalore,Electronic City (nearby),Whitefield IT Park,3.77,Premium,3.1,12.8593,77.6646,12.9698,77.75,IT Park,IT Park,Cloudy,Cold,,Low,Highway,2.0,Evening Rush,Weekday,Yes,Normal,11/28/2025,611
Bangalore,Jayanagar (nearby),Narayana Health City,204.79,Premium,242.2,12.9392,77.5819,12.8107,77.6858,Residential,Hospital,Fog,Cold,,High,Highway,1.0,Midday,Weekday,Yes,Festival,6/13/2025,5041
Pune,Pune Airport (Lohegaon),Vanaz Metro Station,167.55,Premium,117.9,18.5793,73.9089,18.5023,73.8074,Airport,Metro Station,Fog,Pleasant,,Moderate,Expressway,0.0,Midday,Weekend,No,Normal,12/21/2025,3880
Delhi,DLF Mall of India Noida,Select Citywalk Mall Saket,89.62,Mini,322.5,28.5679,77.326,28.5285,77.219,Mall,Mall,Heavy Rain,Cold,Moderate,High,City Road,0.0,Late Night,Weekend,No,Normal,6/1/2025,1502
Bangalore,Silk Board Junction,Koramangala 1st Block,48.83,Bike,97.6,12.9172,77.6228,12.928,77.622,Commercial,Residential,Cloudy,Warm,,Low,City Road,0.0,Evening Rush,Weekday,No,Normal,7/22/2025,611
Delhi,Indira Gandhi International Airport,AIIMS Delhi,135.71,Comfort,296.8,28.5562,77.1,28.5672,77.21,Airport,Hospital,Clear,Pleasant,,Low,City Road,1.0,Midday,Weekday,No,Normal,6/17/2025,2119
Bangalore,Electronic City (nearby),Manipal Hospital Old Airport Road,377.22,Auto,297.8,12.8593,77.6646,12.9583,77.6408,IT Park,Hospital,Heavy Rain,Cold,Moderate,Moderate,Expressway,5.0,Late Night,Weekday,No,Major Event,12/23/2025,4511
Hyderabad,Gachibowli IT Park,Secunderabad Railway Station,129.96,SUV,100.7,17.4401,78.3489,17.4344,78.5017,IT Park,Railway Station,Clear,Cold,,Moderate,Expressway,6.0,Night,Weekday,Yes,Public Holiday,7/2/2025,2613
Delhi,Rajiv Chowk Metro Station,Dwarka,208.0,Auto,148.8,28.6328,77.2197,28.5921,77.046,Metro Station,Residential,Heavy Rain,Cold,Moderate,Low,Expressway,0.0,Late Night,Weekday,No,Normal,2/28/2025,2428
Delhi,AIIMS Delhi,Kashmere Gate ISBT,281.5,Premium,211.8,28.5672,77.21,28.6675,77.2273,Hospital,Bus Stand,Rain,Pleasant,Heavy,Low,Expressway,4.0,Midday,Weekday,Yes,Public Holiday,10/21/2025,7390
Pune,Phoenix Marketcity Mall,Aundh,146.09,XL,282.2,18.561,73.9169,18.559,73.8077,Mall,Residential,Heavy Rain,Cold,Moderate,,City Road,0.0,Evening,Weekday,No,Normal,12/25/2025,2991
Chennai,T Nagar,Koyambedu (CMBT) Bus Stand (nearby),388.74,Auto,370.3,13.0418,80.2341,13.0764,80.1995,Commercial,Bus Stand,Rain,Cold,Light,Moderate,Highway,0.0,Morning Rush,Weekday,No,Normal,11/18/2025,4428
Pune,Pune Airport (Lohegaon),Kothrud (nearby),385.02,Mini,329.9,18.5793,73.9089,18.5008,73.8169,Airport,Residential,Clear,Pleasant,,Low,Highway,1.0,Late Night,Weekend,Yes,Normal,11/16/2025,4666
Bangalore,Electronic City,Tumkur City Centre,101.46,Sedan,77.6,12.8452,77.6602,13.3379,77.1173,IT Park,Residential,Clear,Pleasant,,Low,Expressway,1.0,Late Night,Weekday,Yes,Normal,2/19/2025,1675
Bangalore,Jayanagar,Byappanahalli Metro Station,199.4,Bike,192.1,12.925,77.5938,12.9915,77.6376,Residential,Metro Station,Clear,Warm,,Moderate,Highway,1.0,Morning Rush,Weekday,No,Normal,3/7/2025,1835
Pune,Hinjewadi IT Park Phase 2,Savitribai Phule Pune University (nearby),121.05,Bike,124.4,18.585,73.7307,18.5521,73.8189,IT Park,College,Clear,Hot,,Moderate,Highway,0.0,Midday,Weekday,Yes,Normal,5/8/2025,1308
Pune,Savitribai Phule Pune University (nearby),Wakad,114.65,Mini,311.5,18.5521,73.8189,18.598,73.7629,College,Residential,Cloudy,Pleasant,,Moderate,City Road,1.0,Late Night,Weekday,No,Normal,6/24/2025,1435
Chennai,Apollo Hospital Greams Road,Chennai International Airport (nearby),15.72,SUV,10.4,13.0604,80.2496,12.9908,80.1721,Hospital,Airport,Cloudy,Pleasant,,Low,Expressway,1.0,Night,Weekday,Yes,Normal,10/9/2025,657
Chennai,Vellore City Centre,Adyar (nearby),244.22,Auto,487.4,12.9165,79.1325,12.9972,80.2453,Residential,Residential,Clear,Hot,,Low,City Road,0.0,Night,Weekday,Yes,Normal,10/8/2025,2778
Mumbai,Lilavati Hospital Bandra (nearby),Andheri Metro Station (nearby),201.57,Sedan,507.1,19.0498,72.8235,19.1056,72.8366,Hospital,Metro Station,Clear,Pleasant,,Moderate,City Road,4.0,Night,Weekend,Yes,Public Holiday,1/19/2025,2946
Mumbai,Chhatrapati Shivaji Maharaj Terminus,St. Xavier's College (nearby),21.54,SUV,44.5,18.9398,72.8355,18.934,72.8319,Railway Station,College,Rain,Pleasant,Heavy,Low,City Road,1.0,Midday,Weekday,Yes,Normal,3/28/2025,843
Chennai,Chennai Central Railway Station,Vellore City Centre,112.18,Sedan,86.0,13.0827,80.2707,12.9165,79.1325,Railway Station,Residential,Cloudy,Warm,,High,Expressway,0.0,Morning Rush,Weekday,No,Normal,7/29/2025,1921
Bangalore,Indiranagar,Narayana Health City,363.4,Mini,866.6,12.9719,77.6412,12.8107,77.6858,Residential,Hospital,Heavy Rain,Cold,Heavy,Moderate,City Road,1.0,,Weekday,Yes,Normal,10/3/2025,4520
Chennai,AG-DMS Metro Station (nearby),OMR IT Corridor Sholinganallur,96.59,XL,90.6,13.0569,80.2458,12.901,80.2279,Metro Station,IT Park,Clear,Hot,,Severe,Expressway,0.0,Late Night,Weekend,No,Normal,3/16/2025,2282
Hyderabad,HITEC City,Inorbit Mall HITEC City,58.81,Sedan,57.6,17.4483,78.3915,17.4344,78.3821,IT Park,Mall,Rain,Pleasant,Heavy,Low,Highway,0.0,Evening Rush,Weekend,Yes,Normal,2/22/2025,1483
Mumbai,Andheri Metro Station,Chhatrapati Shivaji Maharaj Intl Airport,196.29,Sedan,399.8,19.1197,72.8468,19.0896,72.8656,Metro Station,Airport,Clear,Hot,,Low,City Road,1.0,Morning,Weekday,No,Normal,10/29/2025,2810
Mumbai,Virar,Dadar Railway Station,394.27,Auto,1337.5,19.455,72.8112,19.0186,72.844,Residential,Railway Station,Clear,Pleasant,,High,City Road,0.0,Late Night,Weekday,No,Normal,11/24/2025,4362
Bangalore,Tumkur City Centre,Indiranagar,97.58,XL,66.3,13.3379,77.1173,12.9719,77.6412,Residential,Residential,Cloudy,Warm,,Moderate,Expressway,2.0,Morning Rush,Weekend,Yes,Normal,10/25/2025,2244
Bangalore,Byappanahalli Metro Station,Manyata Tech Park,269.18,Premium,1461.7,12.9915,77.6376,13.045,77.62,Metro Station,IT Park,Cloudy,Warm,,Severe,City Road,3.0,Night,Weekday,No,Normal,8/14/2025,6201
Chennai,Anna Nagar,T Nagar,304.89,Sedan,510.0,13.085,80.2101,13.0418,80.2341,Residential,Commercial,Clear,Pleasant,,Low,Rural Road,1.0,Late Night,Weekday,No,Normal,1/31/2025,4137
Bangalore,,Indiranagar,95.82,Auto,88.0,12.9757,77.6079,12.9719,77.6412,Commercial,Residential,Rain,Cold,Light,Moderate,Highway,1.0,Midday,Weekday,No,Normal,4/21/2025,1273
Chennai,Apollo Hospital Greams Road,Express Avenue Mall,291.56,XL,572.6,13.0604,80.2496,13.0594,80.2599,Hospital,Mall,Cloudy,Pleasant,,Low,City Road,2.0,Night,Weekday,No,Major Event,1/6/2025,6194
Bangalore,Orion Mall,HSR Layout,147.75,Black,153.5,13.0108,77.5551,12.9116,77.6474,Mall,Residential,Rain,Cold,Moderate,Moderate,Highway,0.0,Late Night,Weekend,Yes,Normal,7/20/2025,5059
Delhi,Kashmere Gate ISBT,Rajiv Chowk Metro Station,253.29,Auto,543.7,28.6675,77.2273,28.6328,77.2197,Bus Stand,Metro Station,Clear,Warm,,Low,City Road,1.0,Midday,Weekday,Yes,Public Holiday,12/24/2025,2681
Pune,Vanaz Metro Station,Aundh (nearby),253.78,Sedan,608.4,18.5023,73.8074,18.5589,73.8061,Metro Station,Residential,Clear,Pleasant,,Moderate,City Road,0.0,Night,Weekday,No,Normal,2/13/2025,3204
Mumbai,Colaba,Thane (nearby),214.77,Mini,461.5,18.9067,72.8147,19.214,72.966,Commercial,Residential,Clear,Pleasant,,Low,City Road,1.0,Late Night,Weekday,No,Normal,5/26/2025,2366
Delhi,Karol Bagh (nearby),Saket (nearby),37.03,Sedan,32.1,28.6385,77.2021,28.5189,77.1967,Residential,Residential,Clear,Warm,,Low,Highway,1.0,Evening Rush,Weekday,Yes,Festival,10/8/2025,989
Mumbai,Phoenix Marketcity Kurla (nearby),Vashi Navi Mumbai,334.29,Sedan,1140.8,19.0753,72.8758,19.0771,73.0053,Mall,Residential,Rain,Pleasant,Light,High,City Road,0.0,Night,Weekday,Yes,Normal,5/1/2025,4561
Pune,Seasons Mall Magarpatta,Wakad,128.99,Go,94.9,18.5155,73.9294,18.598,73.7629,Mall,Residential,Clear,Pleasant,,Low,Expressway,2.0,Midday,Weekday,Yes,Normal,5/21/2025,1449
Pune,Vanaz Metro Station,Pune Railway Station,75.42,Go,86.8,18.5023,73.8074,18.5285,73.8744,Metro Station,Railway Station,Clear,Hot,,High,Highway,0.0,Morning,Weekday,No,Normal,12/15/2025,1008
Delhi,Kashmere Gate ISBT (nearby),Karol Bagh (nearby),17.27,Mini,35.6,28.6699,77.2166,28.6385,77.2021,Bus Stand,Residential,Clear,Warm,,Low,City Road,1.0,Evening Rush,Weekend,No,Major Event,2/8/2025,711
Chennai,Pondicherry City Centre,Tidel Park (nearby),236.77,XL,1348.9,11.9416,79.8083,13.002,80.2548,Residential,IT Park,Fog,Cold,,Severe,City Road,0.0,Evening Rush,Weekday,Yes,Normal,8/13/2025,4612
Bangalore,,Byappanahalli Metro Station,271.35,Sedan,1399.2,12.9583,77.6408,12.9915,77.6376,Hospital,Metro Station,Cloudy,Warm,,Severe,City Road,0.0,Late Night,Weekday,No,Normal,9/9/2025,3850
Bangalore,Manipal Hospital Old Airport Road,Whitefield IT Park,7.62,Sedan,21.0,12.9583,77.6408,12.9698,77.75,Hospital,IT Park,Rain,Warm,Moderate,Moderate,City Road,1.0,Midday,Weekday,No,Normal,2/13/2025,515
Bangalore,HSR Layout,Byappanahalli Metro Station,205.33,Mini,429.9,12.9116,77.6474,12.9915,77.6376,Residential,Metro Station,Clear,Pleasant,,Low,City Road,5.0,Late Night,Weekday,No,Normal,1/27/2025,2644
Bangalore,Indiranagar,Electronic City,91.37,Auto,516.0,12.9719,77.6412,12.8452,77.6602,Residential,IT Park,Clear,Pleasant,,Severe,City Road,0.0,Evening Rush,Weekday,No,Normal,4/11/2025,1353
Bangalore,Marathahalli (nearby),Koramangala (nearby),258.42,Sedan,974.7,12.9624,77.7007,12.9382,77.6054,Commercial,Residential,Clear,Hot,,High,City Road,0.0,Morning Rush,Weekday,Yes,Festival,12/9/2025,4230
Delhi,Max Hospital Saket,JNU,70.57,Mini,136.6,28.5273,77.215,28.5383,77.1641,Hospital,College,Clear,Cold,,Low,City Road,4.0,Late Night,Weekday,Yes,Public Holiday,2/14/2025,1208
Mumbai,Lilavati Hospital Bandra (nearby),Thane,276.68,Sedan,325.5,19.0498,72.8235,19.2183,72.9781,,Residential,Clear,Hot,,High,Highway,0.0,Evening Rush,Weekday,No,Normal,1/27/2025,4116
Mumbai,Virar,Andheri Metro Station,155.31,Auto,115.5,19.455,72.8112,19.1197,72.8468,Residential,Metro Station,Clear,Warm,,Low,Expressway,1.0,Midday,Weekday,No,Normal,6/5/2025,1621
Hyderabad,Gachibowli IT Park (nearby),Banjara Hills,374.76,Mini,356.0,17.4298,78.3343,17.4156,78.4347,IT Park,Residential,Clear,Pleasant,,Low,Highway,0.0,Evening Rush,Weekday,No,Major Event,8/15/2025,4691
Delhi,Saket,Rajiv Chowk Metro Station,55.87,Bike,51.9,28.5245,77.2066,28.6328,77.2197,Residential,Metro Station,Rain,Pleasant,Light,Moderate,Highway,1.0,Evening Rush,Weekend,Yes,Festival,2/2/2025,1149
Hyderabad,Ameerpet Metro Station,Ameerpet,137.09,Auto,380.8,17.4374,78.4487,17.4374,78.4487,Metro Station,Commercial,Clear,Pleasant,,Moderate,City Road,6.0,Night,Weekday,No,Normal,12/8/2025,1658
Mumbai,Ghatkopar Metro Station,St. Xavier's College (nearby),46.28,SUV,48.6,19.0857,72.9086,18.934,72.8319,Metro Station,College,Storm,Warm,Moderate,Moderate,Highway,2.0,Late Night,Weekday,No,Normal,12/29/2025,1436
Mumbai,Bandra,Lower Parel,369.95,Go,319.6,19.0596,72.8295,19.0,72.83,Residential,Commercial,Clear,Hot,,Low,Highway,6.0,Evening,Weekday,No,Normal,8/27/2025,3455
Bangalore,Narayana Health City,Malleswaram,351.06,Bike,286.0,12.8107,77.6858,13.0037,77.573,Hospital,Residential,Heavy Rain,Pleasant,Heavy,Moderate,Expressway,0.0,Evening Rush,Weekend,Yes,Normal,1/25/2025,3327
Pune,Hadapsar,Shivajinagar Railway Station,103.92,XL,199.5,18.5089,73.926,18.5308,73.8475,Commercial,Railway Station,Cloudy,Very Hot,,Low,City Road,0.0,Midday,Weekday,No,Normal,9/23/2025,1918
Pune,Seasons Mall Magarpatta,EON IT Park Kharadi,264.33,Bike,242.8,18.5155,73.9294,18.5515,73.9345,Mall,IT Park,Clear,Warm,,Moderate,Highway,0.0,Evening Rush,Weekend,No,Normal,3/8/2025,2262
Bangalore,HSR Layout,MG Road,327.07,Pool,691.8,12.9116,77.6474,12.9757,77.6079,Residential,Commercial,Cloudy,Very Hot,,Low,City Road,0.0,Late Night,Weekday,No,Normal,4/25/2025,2335
Pune,Shivajinagar Railway Station,Koregaon Park (nearby),222.53,Mini,790.1,18.5308,73.8475,18.5221,73.8987,Railway Station,Residential,Cloudy,Warm,,High,City Road,4.0,Evening Rush,Weekend,Yes,Major Event,6/29/2025,3055
Pune,Savitribai Phule Pune University,Fergusson College,212.33,Bike,572.8,18.5529,73.8256,18.5236,73.838,College,College,Clear,Pleasant,,Moderate,City Road,1.0,Evening Rush,Weekday,No,Normal,7/9/2025,1882
Pune,Koregaon Park (nearby),EON IT Park Kharadi,97.5,,87.1,18.5221,73.8987,18.5515,73.9345,Residential,IT Park,Clear,Hot,,Moderate,Highway,0.0,Morning,Weekday,Yes,Normal,6/4/2025,1237
Bangalore,HSR Layout (nearby),Koramangala,38.15,Mini,33.5,12.9036,77.6387,12.9352,77.6146,Residential,Residential,Clear,Hot,,High,Expressway,1.0,Morning Rush,Weekday,Yes,Normal,12/22/2025,1029
Chennai,AG-DMS Metro Station (nearby),Anna University (nearby),358.99,Bike,295.1,13.0569,80.2458,13.0078,80.2391,Metro Station,College,Cloudy,Cold,,Low,Highway,2.0,Midday,Weekday,Yes,Festival,1/8/2025,3185
Mumbai,Juhu,Lower Parel (nearby),360.27,Auto,302.2,19.1075,72.8263,19.0089,72.8337,Residential,Commercial,Clear,Hot,,Low,Highway,1.0,Evening Rush,Weekday,No,Normal,3/24/2025,3689
Hyderabad,Banjara Hills,Ameerpet,253.61,Auto,161.1,17.4156,78.4347,17.4374,78.4487,Residential,Commercial,Clear,Hot,,Low,Expressway,1.0,Midday,Weekday,Yes,Festival,12/30/2025,3008
Chennai,Chennai Central Railway Station (nearby),Chennai International Airport (nearby),136.27,Mini,135.8,13.0879,80.2578,12.9908,80.1721,Railway Station,Airport,Cloudy,Warm,,Moderate,Highway,1.0,Morning Rush,Weekday,Yes,Normal,4/11/2025,2172
Delhi,AIIMS Delhi,Dwarka (nearby),140.33,Mini,122.7,28.5672,77.21,28.5914,77.051,Hospital,Residential,Cloudy,Cold,,High,Expressway,0.0,Evening,Weekday,No,,2/12/2025,1865
Mumbai,Borivali,Vashi Navi Mumbai,290.66,Auto,224.9,19.2307,72.8567,19.0771,73.0053,Residential,Residential,Cloudy,Very Hot,,Moderate,Expressway,0.0,Midday,Weekend,Yes,Public Holiday,3/1/2025,3266
Delhi,DLF Mall of India Noida,Saket (nearby),358.95,Sedan,2000.3,28.5679,77.326,28.5189,77.1967,Mall,Residential,Clear,Warm,,Severe,City Road,3.0,Morning Rush,Weekend,No,Normal,1/26/2025,5167
Mumbai,Thane (nearby),Malad,354.95,Auto,317.0,19.214,72.966,19.1875,72.8489,Residential,Residential,Cloudy,Warm,,Moderate,Highway,0.0,Evening Rush,Weekend,Yes,Major Event,8/3/2025,4406
Bangalore,Manyata Tech Park,RV College of Engineering,312.17,Mini,309.8,13.045,77.62,12.9237,77.4989,IT Park,College,Fog,Hot,,Moderate,Highway,0.0,Evening,Weekend,Yes,Normal,12/13/2025,3953
Delhi,Connaught Place,Indira Gandhi International Airport,257.17,Sedan,535.9,28.6315,77.2167,28.5562,77.1,Commercial,Airport,Clear,Cold,,Low,City Road,1.0,Late Night,Weekday,No,Normal,2/28/2025,3679
Chennai,Tidel Park,Koyambedu (CMBT) Bus Stand,34.57,XL,41.9,12.9889,80.2437,13.07,80.1959,IT Park,Bus Stand,Rain,Cold,Light,Severe,Highway,5.0,Midday,Weekday,Yes,Normal,10/17/2025,1374
Hyderabad,Ameerpet,HITEC City,65.49,SUV,157.9,17.4374,78.4487,17.4483,78.3915,Commercial,IT Park,Clear,Warm,,Moderate,City Road,2.0,Late Night,Weekend,No,Normal,3/15/2025,1449
Hyderabad,MGBS Bus Station,Rajiv Gandhi Intl Airport (Shamshabad),359.52,Bike,334.9,17.3753,78.4936,17.2403,78.4294,Bus Stand,Airport,Clear,Warm,,Low,Highway,0.0,Midday,Weekday,No,Normal,3/12/2025,3085
Mumbai,Andheri Metro Station (nearby),Chhatrapati Shivaji Maharaj Terminus (nearby),242.97,Go,239.3,19.1056,72.8366,18.9296,72.8438,Metro Station,Railway Station,Clear,Warm,,Moderate,Highway,0.0,Morning Rush,Weekday,No,Normal,9/24/2025,2498
Mumbai,Vashi Navi Mumbai,Borivali (nearby),4.67,Bike,17.2,19.0771,73.0053,19.2348,72.844,Residential,Residential,Clear,Hot,,High,City Road,0.0,Morning,Weekend,No,Normal,6/8/2025,238
Bangalore,Indiranagar,Hebbal (nearby),41.49,Auto,108.6,12.9719,77.6412,13.0485,77.5839,Residential,Residential,Heavy Rain,Pleasant,Heavy,Moderate,City Road,0.0,Evening Rush,Weekend,No,Normal,10/4/2025,1061
Chennai,Tidel Park (nearby),OMR IT Corridor Sholinganallur,265.74,XL,244.1,13.002,80.2548,12.901,80.2279,IT Park,IT Park,Clear,Warm,,Moderate,Highway,4.0,Late Night,Weekday,No,Major Event,10/14/2025,5017
Bangalore,Tumkur City Centre,Koramangala 5th Block,3.02,Auto,8.2,13.3379,77.1173,12.9352,77.6146,Residential,Residential,Cloudy,Warm,,Moderate,City Road,1.0,Late Night,Weekday,Yes,Normal,9/30/2025,442
Pune,Koregaon Park (nearby),Baner,65.16,Go,160.4,18.5221,73.8987,,73.7768,Residential,Residential,Clear,Warm,,Moderate,City Road,0.0,Midday,Weekday,No,Normal,4/30/2025,666
Hyderabad,Secunderabad Railway Station,Inorbit Mall HITEC City (nearby),219.94,Bike,176.7,17.4344,78.5017,17.425,78.3943,Railway Station,Mall,Cloudy,Warm,,Moderate,Expressway,3.0,Late Night,Weekend,Yes,Normal,3/8/2025,2269
Delhi,Rajiv Chowk Metro Station,Vasant Kunj,277.07,Sedan,594.4,28.6328,77.2197,28.52,77.159,Metro Station,Residential,Cloudy,Pleasant,,Low,City Road,1.0,Morning Rush,Weekday,No,Normal,6/6/2025,4113
Chennai,Koyambedu (CMBT) Bus Stand (nearby),Velachery,261.13,Bike,265.1,13.0764,80.1995,12.9791,80.2211,Bus Stand,Residential,Clear,Hot,,High,Highway,2.0,Midday,Weekday,Yes,Normal,1/1/2025,2351
Bangalore,Hebbal,MG Road Metro Station,90.48,Sedan,206.7,13.0358,77.597,12.9757,77.608,Residential,Metro Station,Clear,Pleasant,,Low,City Road,0.0,Night,Weekend,Yes,Normal,4/26/2025,1401
Hyderabad,Ameerpet Metro Station,Rajiv Gandhi Intl Airport (Shamshabad) (nearby),285.16,Pool,751.2,17.4374,78.4487,17.2329,78.442,Metro Station,Airport,Storm,Warm,Moderate,Moderate,City Road,0.0,Midday,Weekend,No,Normal,11/1/2025,2340
Hyderabad,Banjara Hills,Osmania University,95.66,Black,184.5,17.4156,78.4347,17.4126,78.5277,Residential,College,Cloudy,Cold,,Low,City Road,2.0,Night,Weekday,No,Normal,4/8/2025,2899
Mumbai -> Pune,Chhatrapati Shivaji Maharaj Terminus,Camp (Pune Camp),130.83,SUV,351.7,18.9398,72.8355,18.5122,73.8804,Railway Station,Commercial,Cloudy,Pleasant,,Moderate,City Road,1.0,Late Night,Weekend,Yes,Normal,9/21/2025,2393
Bangalore,Whitefield IT Park,Electronic City,298.85,Comfort,230.0,12.9698,77.75,12.8452,77.6602,IT Park,IT Park,Cloudy,Hot,,High,Expressway,0.0,Midday,Weekend,Yes,Normal,2/16/2025,4533
Hyderabad,HITEC City,Inorbit Mall HITEC City,260.2,Sedan,192.7,17.4483,78.3915,17.4344,78.3821,IT Park,Mall,Clear,Hot,,Low,Expressway,2.0,Late Night,Weekday,No,Normal,6/11/2025,3647
Delhi,Rohini (nearby),Vasant Kunj (nearby),339.84,Mini,756.9,28.7601,77.0537,28.5143,77.1618,Residential,Residential,Clear,Warm,,Low,City Road,0.0,Late Night,Weekend,Yes,Normal,10/25/2025,4325
Bangalore,Kempegowda Bus Station (Majestic),Phoenix Marketcity Whitefield,263.39,Sedan,282.9,12.9767,77.5713,12.9974,77.6963,Bus Stand,Mall,Heavy Rain,Cold,Moderate,Moderate,Highway,3.0,Evening,Weekend,No,Normal,11/9/2025,4240
Pune,EON IT Park Kharadi,Hadapsar,227.76,Auto,1196.2,18.5515,73.9345,18.5089,73.926,IT Park,Commercial,Cloudy,Pleasant,,Severe,City Road,0.0,Midday,Weekend,No,Normal,5/10/2025,2395
Mumbai,Lilavati Hospital Bandra (nearby),Chhatrapati Shivaji Maharaj Intl Airport,38.38,Auto,133.2,19.0498,72.8235,19.0896,72.8656,Hospital,Airport,Fog,Pleasant,,High,City Road,1.0,Morning,Weekday,Yes,Normal,8/18/2025,854
Bangalore,MG Road Metro Station,Manyata Tech Park,147.72,Sedan,325.2,12.9757,77.608,13.045,77.62,Metro Station,IT Park,Cloudy,Cold,,Low,City Road,0.0,Late Night,Weekend,Yes,Normal,1/18/2025,2070
Chennai,Apollo Hospital Greams Road,Pondicherry City Centre,106.82,Pool,89.4,13.0604,80.2496,11.9416,79.8083,Hospital,Residential,Rain,Pleasant,Moderate,Low,Highway,2.0,Night,Weekday,No,Normal,1/6/2025,1103
Hyderabad,Warangal City Centre,Banjara Hills,98.35,Mini,69.5,17.9689,79.5941,17.4156,78.4347,Residential,Residential,Clear,Warm,,Low,Expressway,0.0,Late Night,Weekday,Yes,Public Holiday,10/15/2025,1435
Hyderabad,Banjara Hills,Apollo Hospital Jubilee Hills,389.23,SUV,824.6,17.4156,78.4347,17.4272,78.4076,Residential,Hospital,Cloudy,Warm,,Low,City Road,0.0,Morning Rush,Weekday,No,Normal,7/24/2025,7014
